pid,p_name,p_issue,p_sub_district,p_district,p_province
509,โครงการที่ 17,เด็กและเยาวชน,คูหา,ปะทิว,นครศรีธรรมราช
510,โครงการที่ 6,สุขภาพกาย,ปากหมัน,วังเหนือ,กาญจนบุรี
511,โครงการที่ 1,ผู้สูงอายุ,ชุมแสง,ชุมพวง,อุทัยธานี
512,โครงการที่ 19,สิ่งแวดล้อม,สวาท,เมืองระนอง,อ่างทอง
513,โครงการที่ 1,สุขภาพกาย,บางขุนไทร,แคนดง,พังงา
514,โครงการที่ 18,สุขภาพกาย,ห้วยท่าช้าง,บึงนาราง,นนทบุรี
515,โครงการที่ 20,ผู้สูงอายุ,นาดินดำ,มายอ,อุบลราชธานี
516,โครงการที่ 2,เหล้าบุหรี่,เมืองชุม,หนองไผ่,กระบี่
517,โครงการที่ 10,สิ่งแวดล้อม,ระเริง,ปักธงชัย,เชียงราย
518,โครงการที่ 16,เด็กและเยาวชน,หนองกลางดง,บางคนที,ตาก
519,โครงการที่ 16,เหล้าบุหรี่,ทับช้าง,เสนา,สุพรรณบุรี
520,โครงการที่ 15,ผู้สูงอายุ,แม่ลา,บ้านหลวง,นครศรีธรรมราช
521,โครงการที่ 9,สิ่งแวดล้อม,ยะรม,เมืองอุดรธานี,เชียงใหม่
522,โครงการที่ 16,ผู้สูงอายุ,ริมปิง,หนองกี่,สระบุรี
523,โครงการที่ 9,สิ่งแวดล้อม,ท่าขมิ้น,เชียงดาว,สมุทรปราการ
524,โครงการที่ 19,การจัดการน้ำ,เสียว,เขื่องใน,เพชรบุรี
525,โครงการที่ 9,การจัดการน้ำ,ท่าพระยา,โพธิ์ทอง,สระบุรี
526,โครงการที่ 14,สุขภาพกาย,แม่ใส,ไพศาลี,ลพบุรี
527,โครงการที่ 1,สิ่งแวดล้อม,ไทรขึง,เนินขาม,หนองคาย
528,โครงการที่ 20,สุขภาพกาย,บ้านดอน,บ้านดุง,พระนครศรีอยุธยา
529,โครงการที่ 3,เด็กและเยาวชน,หนองหลวง,เรณูนคร,ขอนแก่น
530,โครงการที่ 17,สุขภาพกาย,แม่เหียะ,โนนนารายณ์,อุบลราชธานี
531,โครงการที่ 20,การจัดการน้ำ,ตะคร้อ,เมืองสุรินทร์,ศรีสะเกษ
532,โครงการที่ 11,สิ่งแวดล้อม,พะแสง,เมืองตราด,ยะลา
533,โครงการที่ 7,สุขภาพกาย,หนองปลิง,ตระการพืชผล,สมุทรสงคราม
534,โครงการที่ 17,เหล้าบุหรี่,ระแงง,เมืองเลย,นครราชสีมา
535,โครงการที่ 17,สิ่งแวดล้อม,จองคำ,เมืองนครปฐม,เพชรบุรี
536,โครงการที่ 11,เหล้าบุหรี่,นาขอม,บางกอกน้อย,มหาสารคาม
537,โครงการที่ 7,สุขภาพกาย,หนองไร่,หนองเรือ,เชียงราย
538,โครงการที่ 19,เหล้าบุหรี่,บ้านกลึง,เมืองพะเยา,อุบลราชธานี
539,โครงการที่ 14,ผู้สูงอายุ,เขาบายศรี,บ่อทอง,น่าน
540,โครงการที่ 15,เหล้าบุหรี่,วังตะเคียน,เมืองนครสวรรค์,มุกดาหาร
541,โครงการที่ 10,ผู้สูงอายุ,ขุนศรี,ภาษีเจริญ,ปัตตานี
542,โครงการที่ 3,เหล้าบุหรี่,บางซ้าย,เมืองตาก,นครราชสีมา
543,โครงการที่ 3,เหล้าบุหรี่,ห้วยใหญ่,สอง,ยะลา
544,โครงการที่ 6,การจัดการน้ำ,บางพึ่ง,เมืองชัยภูมิ,ประจวบคีรีขันธ์
545,โครงการที่ 1,การจัดการน้ำ,หนองปล่อง,พุนพิน,มหาสารคาม
546,โครงการที่ 6,เด็กและเยาวชน,ทวีวัฒนา,ลาดหลุมแก้ว,มหาสารคาม
547,โครงการที่ 17,สุขภาพกาย,ด่านเกวียน,สตึก,อุบลราชธานี
548,โครงการที่ 7,เด็กและเยาวชน,ท่าตาล,สรรพยา,ลพบุรี
549,โครงการที่ 7,เด็กและเยาวชน,โนนค้อ,ขามทะเลสอ,นครปฐม
550,โครงการที่ 3,ผู้สูงอายุ,โคกก่อง,สวรรคโลก,ตาก
551,โครงการที่ 12,ผู้สูงอายุ,ลอมคอม,วังหิน,อุบลราชธานี
552,โครงการที่ 7,ผู้สูงอายุ,หนองกุ่ม,ดอยสะเก็ด,สมุทรสงคราม
553,โครงการที่ 12,เด็กและเยาวชน,ท่างาม,เมืองมหาสารคาม,นครราชสีมา
554,โครงการที่ 5,เด็กและเยาวชน,ทับพริก,กุดข้าวปุ้น,เชียงใหม่
555,โครงการที่ 6,สุขภาพกาย,วัดโสมนัส,แก่งกระจาน,ร้อยเอ็ด
556,โครงการที่ 3,สิ่งแวดล้อม,อิปัน,เมืองพะเยา,เลย
557,โครงการที่ 17,การจัดการน้ำ,ในเมือง,หันคา,อุดรธานี
558,โครงการที่ 6,เด็กและเยาวชน,วังชมภู,วารินชำราบ,สุราษฎร์ธานี
559,โครงการที่ 6,เหล้าบุหรี่,ในเมือง,ทุ่งเสลี่ยม,สมุทรสาคร
560,โครงการที่ 8,เหล้าบุหรี่,หัวเวียง,ชุมพวง,สุราษฎร์ธานี
561,โครงการที่ 14,สุขภาพกาย,กกสะทอน,แกดำ,สุพรรณบุรี
562,โครงการที่ 18,เด็กและเยาวชน,ราษฎรพัฒนา,บ้านค่าย,อุบลราชธานี
563,โครงการที่ 8,ผู้สูงอายุ,แม่นาเติง,ภูผาม่าน,ปทุมธานี
564,โครงการที่ 3,สิ่งแวดล้อม,นาหมอม้า,เมืองพิจิตร,ลพบุรี
565,โครงการที่ 17,เหล้าบุหรี่,แก,แม่สะเรียง,ศรีสะเกษ
566,โครงการที่ 7,การจัดการน้ำ,ไพรพัฒนา,พนา,อุบลราชธานี
567,โครงการที่ 19,ผู้สูงอายุ,บางนาง,พิปูน,นครราชสีมา
568,โครงการที่ 3,เหล้าบุหรี่,เหล่ากลาง,พระนครศรีอยุธยา,นครราชสีมา
569,โครงการที่ 15,ผู้สูงอายุ,นาขุนไกร,ย่านตาขาว,ปัตตานี
570,โครงการที่ 15,สุขภาพกาย,วังจันทร์,หนองจอก,อุดรธานี
571,โครงการที่ 1,การจัดการน้ำ,เขาทอง,หนองบุญมาก,นครพนม
572,โครงการที่ 17,การจัดการน้ำ,ป่าตอง,พยุห์,พิษณุโลก
573,โครงการที่ 12,สิ่งแวดล้อม,ไผ่จำศิล,ป่าพะยอม,บุรีรัมย์
574,โครงการที่ 15,สิ่งแวดล้อม,วังหามแห,ยางตลาด,อุทัยธานี
575,โครงการที่ 10,เหล้าบุหรี่,ตาลสุม,ศรีประจันต์,ราชบุรี
576,โครงการที่ 15,สุขภาพกาย,หัวงัว,ตะพานหิน,ชัยภูมิ
577,โครงการที่ 3,เหล้าบุหรี่,โคกหม้อ,ระแงะ,นครราชสีมา
578,โครงการที่ 14,ผู้สูงอายุ,บ้านเป้า,เมืองเพชรบุรี,สุรินทร์
579,โครงการที่ 20,สุขภาพกาย,โพธิ์ชัย,หล่มเก่า,นครศรีธรรมราช
580,โครงการที่ 16,เหล้าบุหรี่,สากเหล็ก,เดิมบางนางบวช,ลพบุรี
581,โครงการที่ 1,เหล้าบุหรี่,แม่แดด,สุวรรณคูหา,สุโขทัย
582,โครงการที่ 17,เด็กและเยาวชน,นาสนุ่น,แกดำ,นครราชสีมา
583,โครงการที่ 8,สุขภาพกาย,โนนน้ำเกลี้ยง,เชียงคำ,ตรัง
584,โครงการที่ 1,เด็กและเยาวชน,ไม้งาม,เมืองมุกดาหาร,อุบลราชธานี
585,โครงการที่ 7,สิ่งแวดล้อม,ตันหยงจึงงา,กะปง,สมุทรปราการ
586,โครงการที่ 14,การจัดการน้ำ,พิกุลออก,เมืองปราจีนบุรี,ชัยภูมิ
587,โครงการที่ 4,การจัดการน้ำ,ศิลา,กันตัง,ฉะเชิงเทรา
588,โครงการที่ 2,สุขภาพกาย,บ้านคา,สวี,ศรีสะเกษ
589,โครงการที่ 13,เหล้าบุหรี่,บ้านร้อง,วารินชำราบ,นครปฐม
590,โครงการที่ 6,เหล้าบุหรี่,โคกกรวด,น้ำพอง,กรุงเทพมหานคร
591,โครงการที่ 5,สิ่งแวดล้อม,หนองขาม,หนองวัวซอ,อุบลราชธานี
592,โครงการที่ 14,การจัดการน้ำ,บางคนที,เสลภูมิ,สระแก้ว
593,โครงการที่ 16,เหล้าบุหรี่,บางยาง,ด่านมะขามเตี้ย,ร้อยเอ็ด
594,โครงการที่ 13,ผู้สูงอายุ,เชียงรากน้อย,ละแม,ราชบุรี
595,โครงการที่ 13,การจัดการน้ำ,แสมสาร,อู่ทอง,กำแพงเพชร
596,โครงการที่ 11,การจัดการน้ำ,ห้วยเตย,มวกเหล็ก,บุรีรัมย์
597,โครงการที่ 8,ผู้สูงอายุ,ขามป้อม,เมืองอุดรธานี,พิจิตร
598,โครงการที่ 5,ผู้สูงอายุ,สามพระยา,ชุมพลบุรี,ฉะเชิงเทรา
599,โครงการที่ 18,สิ่งแวดล้อม,หนองเดิ่น,หนองเรือ,กาฬสินธุ์
600,โครงการที่ 8,เด็กและเยาวชน,ยางโยภาพ,เมืองนครศรีธรรมราช,ตราด
601,โครงการที่ 6,สุขภาพกาย,กระโทก,เวียงสา,ปัตตานี
602,โครงการที่ 13,สิ่งแวดล้อม,ทองมงคล,บ้านด่านลานหอย,ปทุมธานี
603,โครงการที่ 10,สุขภาพกาย,เขาโจด,มวกเหล็ก,นครปฐม
604,โครงการที่ 17,สุขภาพกาย,ท่าแร้ง,พุนพิน,น่าน
605,โครงการที่ 17,เด็กและเยาวชน,ป่าสังข์,พาน,สระบุรี
606,โครงการที่ 3,สิ่งแวดล้อม,นนทรี,เมืองกำแพงเพชร,นครราชสีมา
607,โครงการที่ 14,เด็กและเยาวชน,หย่วน,ชนบท,พังงา
608,โครงการที่ 2,การจัดการน้ำ,โป่งแดง,เจริญศิลป์,พังงา
609,โครงการที่ 19,เหล้าบุหรี่,ค้อทอง,เชียงขวัญ,พิษณุโลก
610,โครงการที่ 6,สุขภาพกาย,บางเล่า,ห้วยแถลง,นราธิวาส
611,โครงการที่ 1,การจัดการน้ำ,ทองหลาง,เถิน,สมุทรสงคราม
612,โครงการที่ 6,สุขภาพกาย,ตะแบกบาน,เวียงป่าเป้า,ศรีสะเกษ
613,โครงการที่ 20,สิ่งแวดล้อม,คลองข่อย,เกษตรวิสัย,ฉะเชิงเทรา
614,โครงการที่ 13,ผู้สูงอายุ,บุ่งค้า,กุสุมาลย์,หนองบัวลำภู
615,โครงการที่ 17,การจัดการน้ำ,กุดเรือ,เมืองอ่างทอง,นครสวรรค์
616,โครงการที่ 8,เด็กและเยาวชน,แก้วฟ้า,ปรางค์กู่,ชัยภูมิ
617,โครงการที่ 7,เด็กและเยาวชน,หนองคอนไทย,เมืองพังงา,สงขลา
618,โครงการที่ 16,สิ่งแวดล้อม,บ้านม้า,บางแพ,ปัตตานี
619,โครงการที่ 5,เด็กและเยาวชน,ตะเคียน,เมืองสมุทรสาคร,นครราชสีมา
620,โครงการที่ 15,สิ่งแวดล้อม,หนองไม้ไผ่,วาปีปทุม,เชียงใหม่
621,โครงการที่ 14,เด็กและเยาวชน,แสลงพัน,เมืองสมุทรสาคร,อ่างทอง
622,โครงการที่ 12,การจัดการน้ำ,บ้านพร้าว,ปง,อุทัยธานี
623,โครงการที่ 20,การจัดการน้ำ,แก่งเสี้ยน,เมืองแม่ฮ่องสอน,กรุงเทพมหานคร
624,โครงการที่ 19,เหล้าบุหรี่,วังสมบูรณ์,วังน้อย,ชัยภูมิ
625,โครงการที่ 18,การจัดการน้ำ,สะเอียบ,รัษฎา,ลพบุรี
626,โครงการที่ 3,เหล้าบุหรี่,กะดุนง,โพธิ์ศรีสุวรรณ,ศรีสะเกษ
627,โครงการที่ 16,สุขภาพกาย,หนองงูเหลือม,ปง,มุกดาหาร
628,โครงการที่ 14,เด็กและเยาวชน,ม่วงหวาน,หนองฉาง,กำแพงเพชร
629,โครงการที่ 5,สิ่งแวดล้อม,นรสิงห์,ศรีสงคราม,ร้อยเอ็ด
630,โครงการที่ 15,สิ่งแวดล้อม,นาคำ,พระนครศรีอยุธยา,นครปฐม
631,โครงการที่ 9,ผู้สูงอายุ,สหกรณ์นิคม,แก้งคร้อ,พะเยา
632,โครงการที่ 19,เด็กและเยาวชน,แม่หวาด,หนองแซง,ขอนแก่น
633,โครงการที่ 7,เด็กและเยาวชน,ห้วยงู,บ้านแหลม,สงขลา
634,โครงการที่ 10,ผู้สูงอายุ,ลุ่มสุ่ม,หนองแค,ร้อยเอ็ด
635,โครงการที่ 7,เด็กและเยาวชน,สบสาย,เมืองพิษณุโลก,ลพบุรี
636,โครงการที่ 14,เด็กและเยาวชน,บางศาลา,นาทม,อุตรดิตถ์
637,โครงการที่ 19,สิ่งแวดล้อม,นาจอมเทียน,กันทรลักษ์,มหาสารคาม
638,โครงการที่ 8,สิ่งแวดล้อม,หัวรอ,ตะกั่วทุ่ง,สงขลา
639,โครงการที่ 4,ผู้สูงอายุ,นากลาง,สรรพยา,ขอนแก่น
640,โครงการที่ 6,การจัดการน้ำ,ยานนาวา,ชานุมาน,นครศรีธรรมราช
641,โครงการที่ 12,เด็กและเยาวชน,บางอ้อ,บ้านไร่,จันทบุรี
642,โครงการที่ 8,ผู้สูงอายุ,ขี้เหล็ก,โพธาราม,ลำปาง
643,โครงการที่ 7,สิ่งแวดล้อม,ร่องจิก,นครชัยศรี,พิษณุโลก
644,โครงการที่ 17,ผู้สูงอายุ,แก่งผักกูด,แม่ทะ,ชุมพร
645,โครงการที่ 17,สิ่งแวดล้อม,ชลคราม,นาดูน,ฉะเชิงเทรา
646,โครงการที่ 20,ผู้สูงอายุ,ตะเคียนเลื่อน,ชุมแสง,นนทบุรี
647,โครงการที่ 2,สุขภาพกาย,ชุมเห็ด,ชนบท,สงขลา
648,โครงการที่ 12,สุขภาพกาย,พงษ์,ศรีมหาโพธิ,นนทบุรี
649,โครงการที่ 8,สุขภาพกาย,เกาะคอเขา,โกสัมพีนคร,ศรีสะเกษ
650,โครงการที่ 9,ผู้สูงอายุ,บึงสนั่น,ระแงะ,ระนอง
651,โครงการที่ 7,การจัดการน้ำ,หนองขาม,เบตง,อุบลราชธานี
652,โครงการที่ 4,สิ่งแวดล้อม,หนองยายดา,ศรีสงคราม,อุทัยธานี
653,โครงการที่ 6,สิ่งแวดล้อม,อีเซ,เมืองสุโขทัย,นครราชสีมา
654,โครงการที่ 8,ผู้สูงอายุ,กะเปอร์,จอมทอง,กาฬสินธุ์
655,โครงการที่ 6,การจัดการน้ำ,ทุ่งกล้วย,โนนไทย,ร้อยเอ็ด
656,โครงการที่ 7,การจัดการน้ำ,หนองไม้งาม,เมืองหนองคาย,ขอนแก่น
657,โครงการที่ 8,ผู้สูงอายุ,โยนก,เมืองนครราชสีมา,มหาสารคาม
658,โครงการที่ 1,สิ่งแวดล้อม,ท่าดี,ภูเพียง,สุรินทร์
659,โครงการที่ 17,สุขภาพกาย,บางรัก,ขุขันธ์,กาฬสินธุ์
660,โครงการที่ 2,เด็กและเยาวชน,โนนศิลา,เมืองสมุทรสาคร,นครราชสีมา
661,โครงการที่ 8,ผู้สูงอายุ,กู่,ถ้ำพรรณรา,เพชรบุรี
662,โครงการที่ 6,สิ่งแวดล้อม,หัวถนน,เขาย้อย,สงขลา
663,โครงการที่ 11,เด็กและเยาวชน,เมืองชุม,พุทไธสง,สมุทรปราการ
664,โครงการที่ 7,การจัดการน้ำ,กำเนิดนพคุณ,เต่างอย,พิษณุโลก
665,โครงการที่ 3,สุขภาพกาย,โนนศิลา,เมืองอุบลราชธานี,ราชบุรี
666,โครงการที่ 5,สุขภาพกาย,หนองหลวง,ราษีไศล,ลำปาง
667,โครงการที่ 11,สิ่งแวดล้อม,โนนตูม,เมืองลำปาง,สมุทรสาคร
668,โครงการที่ 9,สุขภาพกาย,คำพระ,บ้านลาด,ตราด
669,โครงการที่ 20,สิ่งแวดล้อม,โคกตูม,คลองสามวา,เชียงราย
670,โครงการที่ 2,ผู้สูงอายุ,นาอาน,สูงเนิน,พระนครศรีอยุธยา
671,โครงการที่ 8,เด็กและเยาวชน,พระงาม,ท่าตูม,จันทบุรี
672,โครงการที่ 16,เด็กและเยาวชน,คุ้งสำเภา,หนองบัวแดง,อุบลราชธานี
673,โครงการที่ 11,การจัดการน้ำ,วังน้ำเย็น,เมืองสมุทรปราการ,หนองบัวลำภู
674,โครงการที่ 13,สิ่งแวดล้อม,สำนักแต้ว,ฝาง,อุทัยธานี
675,โครงการที่ 4,เหล้าบุหรี่,พลา,หนองม่วงไข่,ชัยภูมิ
676,โครงการที่ 9,สุขภาพกาย,พืชอุดม,หนองพอก,กรุงเทพมหานคร
677,โครงการที่ 1,เด็กและเยาวชน,คลองท่อมเหนือ,บ้านแท่น,พิษณุโลก
678,โครงการที่ 17,เหล้าบุหรี่,กุดลาด,ชะอวด,พะเยา
679,โครงการที่ 15,ผู้สูงอายุ,ทรงคนอง,บางปะอิน,ศรีสะเกษ
680,โครงการที่ 1,สิ่งแวดล้อม,ลำทับ,บางเลน,นครสวรรค์
681,โครงการที่ 17,การจัดการน้ำ,คุยบ้านโอง,เชียงกลาง,ร้อยเอ็ด
682,โครงการที่ 9,สุขภาพกาย,จอมพระ,เฉลิมพระเกียรติ,ตาก
683,โครงการที่ 3,การจัดการน้ำ,ทุ่งใหญ่,ชุมแสง,อุบลราชธานี
684,โครงการที่ 8,เหล้าบุหรี่,วังกะทะ,พุนพิน,มหาสารคาม
685,โครงการที่ 16,เด็กและเยาวชน,ดุซงญอ,บ้านดุง,ขอนแก่น
686,โครงการที่ 10,เด็กและเยาวชน,โพสังโฆ,คลองหลวง,บุรีรัมย์
687,โครงการที่ 14,ผู้สูงอายุ,ห้วยสำราญ,พญาไท,อุดรธานี
688,โครงการที่ 20,สุขภาพกาย,นาโสม,พรรณานิคม,แพร่
689,โครงการที่ 6,เหล้าบุหรี่,วังชิ้น,พนมดงรัก,ลพบุรี
690,โครงการที่ 7,เหล้าบุหรี่,วังตามัว,ท่าสองยาง,ร้อยเอ็ด
691,โครงการที่ 16,เหล้าบุหรี่,บ้านนา,วังสะพุง,กาญจนบุรี
692,โครงการที่ 6,สิ่งแวดล้อม,ตะกุด,นาแก,สุราษฎร์ธานี
693,โครงการที่ 18,สุขภาพกาย,ขวัญเมือง,มัญจาคีรี,ระยอง
694,โครงการที่ 18,เด็กและเยาวชน,นาโพธิ์,กุมภวาปี,เชียงราย
695,โครงการที่ 9,ผู้สูงอายุ,ป่าตึง,โนนสุวรรณ,พิษณุโลก
696,โครงการที่ 17,เด็กและเยาวชน,เขาดิน,เมืองแม่ฮ่องสอน,นครสวรรค์
697,โครงการที่ 17,เด็กและเยาวชน,หย่วน,นาทวี,ตราด
698,โครงการที่ 2,เหล้าบุหรี่,ป่ากลาง,แคนดง,กระบี่
699,โครงการที่ 3,การจัดการน้ำ,คลองพา,รือเสาะ,นครศรีธรรมราช
700,โครงการที่ 15,ผู้สูงอายุ,โพธิ์เสด็จ,บางปะหัน,บุรีรัมย์
701,โครงการที่ 4,สุขภาพกาย,ช่องสามหมอ,เมืองนครปฐม,สุราษฎร์ธานี
702,โครงการที่ 6,สิ่งแวดล้อม,นครป่าหมาก,พรหมพิราม,มหาสารคาม
703,โครงการที่ 9,เด็กและเยาวชน,เกาะมะนาว,หาดสำราญ,สุรินทร์
704,โครงการที่ 16,เด็กและเยาวชน,กระทุ่มราย,บางปะอิน,ศรีสะเกษ
705,โครงการที่ 3,เหล้าบุหรี่,หัวรอ,ลาดยาว,ประจวบคีรีขันธ์
706,โครงการที่ 2,การจัดการน้ำ,อ่างทอง,มหาชนะชัย,ตรัง
707,โครงการที่ 19,สุขภาพกาย,ดินอุดม,เมืองสตูล,จันทบุรี
708,โครงการที่ 11,สุขภาพกาย,จองถนน,กัลยาณิวัฒนา,ศรีสะเกษ
709,โครงการที่ 10,สิ่งแวดล้อม,ค้างพลู,พาน,นครราชสีมา
710,โครงการที่ 13,เด็กและเยาวชน,คำครั่ง,โนนไทย,ชุมพร
711,โครงการที่ 2,เด็กและเยาวชน,ทุ่งโฮ้ง,แว้ง,นครราชสีมา
712,โครงการที่ 11,สิ่งแวดล้อม,คำอาฮวน,บ้านโป่ง,นครราชสีมา
713,โครงการที่ 2,สุขภาพกาย,โป่งงาม,เฉลิมพระเกียรติ,มหาสารคาม
714,โครงการที่ 16,เด็กและเยาวชน,ยางอู้ม,เขาค้อ,นครพนม
715,โครงการที่ 2,สิ่งแวดล้อม,เกาะช้างใต้,ลาดหลุมแก้ว,นครศรีธรรมราช
716,โครงการที่ 5,สุขภาพกาย,หนองพยอม,อัมพวา,เพชรบุรี
717,โครงการที่ 19,สิ่งแวดล้อม,มารวิชัย,จอมพระ,ระยอง
718,โครงการที่ 15,เด็กและเยาวชน,ห้วยทราย,มายอ,เชียงใหม่
719,โครงการที่ 8,ผู้สูงอายุ,คลองข่อย,โชคชัย,ประจวบคีรีขันธ์
720,โครงการที่ 8,ผู้สูงอายุ,หนองสังข์,เมืองกาญจนบุรี,สุรินทร์
721,โครงการที่ 15,เหล้าบุหรี่,กลาง,ทุ่งยางแดง,ร้อยเอ็ด
722,โครงการที่ 12,เด็กและเยาวชน,นาคำ,วิเศษชัยชาญ,กำแพงเพชร
723,โครงการที่ 10,การจัดการน้ำ,หนองแวงโสกพระ,บ้านด่าน,สุพรรณบุรี
724,โครงการที่ 11,เหล้าบุหรี่,สวายจีก,ระแงะ,เพชรบูรณ์
725,โครงการที่ 5,การจัดการน้ำ,นาเหนือ,บึงโขงหลง,พระนครศรีอยุธยา
726,โครงการที่ 17,สุขภาพกาย,น้ำหนาว,สามชุก,สงขลา
727,โครงการที่ 18,เด็กและเยาวชน,เดื่อศรีคันไชย,หนองบัว,ปัตตานี
728,โครงการที่ 14,สุขภาพกาย,ตาเบา,ปากท่อ,กาฬสินธุ์
729,โครงการที่ 12,เด็กและเยาวชน,อวน,แว้ง,อุทัยธานี
730,โครงการที่ 17,ผู้สูงอายุ,เขิน,ตาลสุม,สงขลา
731,โครงการที่ 4,ผู้สูงอายุ,ไผ่,เชียรใหญ่,เชียงราย
732,โครงการที่ 18,สิ่งแวดล้อม,กุดดินจี่,ปะนาเระ,ลำปาง
733,โครงการที่ 12,สิ่งแวดล้อม,จอมจันทร์,อู่ทอง,นครศรีธรรมราช
734,โครงการที่ 19,ผู้สูงอายุ,แม่เหียะ,เมืองลำพูน,กำแพงเพชร
735,โครงการที่ 4,สุขภาพกาย,ห้วยเหนือ,ศรีสำโรง,พระนครศรีอยุธยา
736,โครงการที่ 3,สิ่งแวดล้อม,นายม,หนองฮี,กำแพงเพชร
737,โครงการที่ 9,เหล้าบุหรี่,บุดี,พุนพิน,สุโขทัย
738,โครงการที่ 7,เด็กและเยาวชน,เด่นใหญ่,วังเหนือ,เชียงราย
739,โครงการที่ 10,ผู้สูงอายุ,เหล่า,ชุมพลบุรี,อำนาจเจริญ
740,โครงการที่ 1,สิ่งแวดล้อม,ตรัง,โพนทอง,ขอนแก่น
741,โครงการที่ 20,สุขภาพกาย,คลองหอยโข่ง,ท่าม่วง,บุรีรัมย์
742,โครงการที่ 3,เหล้าบุหรี่,ชะแล้,อู่ทอง,มหาสารคาม
743,โครงการที่ 6,ผู้สูงอายุ,ทุ่งนารี,เมืองสุราษฎร์ธานี,พัทลุง
744,โครงการที่ 6,เด็กและเยาวชน,เขาโจด,ทุ่งตะโก,ปทุมธานี
745,โครงการที่ 3,ผู้สูงอายุ,บ้านว่าน,เวียงสา,หนองบัวลำภู
746,โครงการที่ 19,สุขภาพกาย,จอมบึง,หนองเรือ,พระนครศรีอยุธยา
747,โครงการที่ 15,สิ่งแวดล้อม,โละจูด,บางปะกง,นครราชสีมา
748,โครงการที่ 2,สุขภาพกาย,สมัย,โคกสูง,กรุงเทพมหานคร
749,โครงการที่ 14,การจัดการน้ำ,คำนาดี,ครบุรี,อุบลราชธานี
750,โครงการที่ 3,เด็กและเยาวชน,บ้านกวาง,ลับแล,ยโสธร
751,โครงการที่ 10,การจัดการน้ำ,ห้วยโรง,จตุรพักตรพิมาน,อุทัยธานี
752,โครงการที่ 6,เด็กและเยาวชน,บ้านยาง,สากเหล็ก,ฉะเชิงเทรา
753,โครงการที่ 14,ผู้สูงอายุ,มะค่า,สามเงา,กำแพงเพชร
754,โครงการที่ 8,เด็กและเยาวชน,คำเตย,ค้อวัง,ชุมพร
755,โครงการที่ 11,เด็กและเยาวชน,ข้าวเม่า,ลอง,เพชรบูรณ์
756,โครงการที่ 11,สุขภาพกาย,บ้านเรือ,นาด้วง,นครศรีธรรมราช
757,โครงการที่ 19,ผู้สูงอายุ,โนนเจริญ,บ้านบึง,ปัตตานี
758,โครงการที่ 12,เหล้าบุหรี่,หนองไผ่แก้ว,เมืองสงขลา,ขอนแก่น
759,โครงการที่ 8,เหล้าบุหรี่,หนองบอน,เมืองสมุทรสงคราม,กาญจนบุรี
760,โครงการที่ 20,สุขภาพกาย,บ้านเสด็จ,ตลิ่งชัน,นครราชสีมา
761,โครงการที่ 18,สุขภาพกาย,โนนไทย,ภูเขียว,สงขลา
762,โครงการที่ 5,สุขภาพกาย,ห้างสูง,วังยาง,มหาสารคาม
763,โครงการที่ 15,การจัดการน้ำ,หนองหลัก,พระประแดง,พังงา
764,โครงการที่ 12,สุขภาพกาย,เกาะลอย,ซำสูง,ศรีสะเกษ
765,โครงการที่ 17,เด็กและเยาวชน,นาปรัง,พาน,บุรีรัมย์
766,โครงการที่ 17,การจัดการน้ำ,โคกทราย,เขาพนม,พังงา
767,โครงการที่ 20,สิ่งแวดล้อม,น้ำจั้น,ดอนตูม,กระบี่
768,โครงการที่ 2,ผู้สูงอายุ,เวียงสะอาด,น้ำยืน,ชลบุรี
769,โครงการที่ 1,สิ่งแวดล้อม,ท่างาม,หนองวัวซอ,นครศรีธรรมราช
770,โครงการที่ 3,สิ่งแวดล้อม,ห้วยน้ำหอม,ลำปลายมาศ,กรุงเทพมหานคร
771,โครงการที่ 11,สุขภาพกาย,คลองสอง,เมืองตราด,สกลนคร
772,โครงการที่ 10,เหล้าบุหรี่,ท่าเสน,โพธาราม,เพชรบูรณ์
773,โครงการที่ 6,เหล้าบุหรี่,กลาย,นาทวี,สุพรรณบุรี
774,โครงการที่ 15,เหล้าบุหรี่,ดอนยายหอม,โพนทอง,ชัยนาท
775,โครงการที่ 17,สิ่งแวดล้อม,แดนชุมพล,บางน้ำเปรี้ยว,สุราษฎร์ธานี
776,โครงการที่ 8,สิ่งแวดล้อม,นาข่า,เมืองลพบุรี,ตรัง
777,โครงการที่ 12,การจัดการน้ำ,ศรีสุข,พิมาย,ปัตตานี
778,โครงการที่ 18,เด็กและเยาวชน,ป่าไหน่,นามน,ศรีสะเกษ
779,โครงการที่ 14,สิ่งแวดล้อม,ยกกระบัตร,บ้านหมอ,พระนครศรีอยุธยา
780,โครงการที่ 3,เด็กและเยาวชน,บ่อกรุ,กระบุรี,นราธิวาส
781,โครงการที่ 19,สุขภาพกาย,ดอนตูม,บ้านคา,ชลบุรี
782,โครงการที่ 1,สิ่งแวดล้อม,ตะค่า,ภูเพียง,บุรีรัมย์
783,โครงการที่ 13,สิ่งแวดล้อม,ดงมะยาง,สูงเม่น,สระบุรี
784,โครงการที่ 18,สุขภาพกาย,ป่าคา,ละหานทราย,อุบลราชธานี
785,โครงการที่ 4,สุขภาพกาย,เตาปูน,บึงสามพัน,ลำพูน
786,โครงการที่ 1,การจัดการน้ำ,ศรีสว่าง,เขาพนม,นครราชสีมา
787,โครงการที่ 6,สิ่งแวดล้อม,บ้านยาง,ดอยหล่อ,ลำปาง
